Phụ lục II
DANH MỤC CÁC CƠ SỞ PHÁT THẢI KHÍ NHÀ KÍNH PHẢI THỰC HIỆN KIỂM KÊ KHÍ NHÀ KÍNH
NGÀNH CÔNG THƯƠNG
*(Kèm theo Quyết định số      /2024/QĐ-TTg ngày     tháng      năm 2024 của Thủ tướng Chính phủ)*
| STT | Tên cơ sở | Địa chỉ | Ngành nghề/Loại hình kinh doanh | Tiêu thụ năng lượng (TOE) |
| --- | --- | --- | --- | --- |
| I. TÂY BẮC BỘ |
| 1302 | Công ty TNHH Posco - Việt Nam | Lô số 1, KCN Phú Mỹ 2, phường Phú Mỹ, thị xã Phú Mỹ, tỉnh Bà Rịa - Vũng Tàu | Sản xuất sắt, thép, gang | 29.441 |
| 1303 | Công ty TNHH thép Tung Ho Việt Nam | KCN Phú Mỹ 2, phường Phú Mỹ, thị xã Phú Mỹ, tỉnh Bà Rịa - Vũng Tàu | Sản xuất sắt, thép, gang | 34.232 |
| 1304 | Nhà máy thép Pomina 2 | KCN Phú Mỹ 1, phường Phú Mỹ, thị xã Phú Mỹ, tỉnh Bà Rịa - Vũng Tàu | Sản xuất sắt, thép, gang | 31.929 |
| 1305 | Chi nhánh Công ty Cổ phần Tập đoàn Hoa Sen - Nhà máy Tôn Hoa Sen Phú Mỹ. | KCN Phú Mỹ 1, phường Phú Mỹ, thị xã Phú Mỹ, tỉnh Bà Rịa - Vũng Tàu | Sản xuất các cấu kiện kim loại | 38.902 |
| 1306 | Nhà máy Luyện phôi thép - Chi nhánh Công ty Cổ phần thép Pomina | KCN Phú Mỹ, phường Phú Mỹ, thị xã Phú Mỹ, tỉnh Bà Rịa - Vũng Tàu | Đúc kim loại | 49.951 |
| 1307 | Công ty TNHH MTV Thép Miền Nam | KCN Phú Mỹ 1, phường Phú Mỹ, thị xã Phú Mỹ, tỉnh Bà Rịa - Vũng Tàu | Sản xuất sắt, thép, gang | 52.911 |
| 1308 | Công ty TNHH MTV Vật liệu xây dựng Hoa Sen | KCN Phú Mỹ I, thị xã Phú Mỹ, tỉnh Bà Rịa - Vũng Tàu | Sản xuất kim loại | 3.686 |
| 1309 | Công ty TNHH Posco SS - Vina | Đường N1, KCN Phú Mỹ 2, phường Phú Mỹ, thị xã Phú Mỹ, tỉnh Bà Rịa - Vũng Tàu | Sản xuất sắt, thép, gang | 66.325 |
| 1310 | Công ty TNHH CJ Foods Việt Nam | KCN Mỹ Xuân B1, xã Tiến Hùng, phường Mỹ Xuân, thị xã Phú Mỹ, tỉnh Bà Rịa - Vũng Tàu | Sản xuất tinh bột và các sản phẩm từ tinh bột | 2.741 |
| 1311 | Công ty Cổ phần Nhà máy Bia Heineken Việt Nam - Vũng Tàu | KCN Mỹ Xuân A, thị xã Phú Mỹ, tỉnh Bà Rịa - Vũng Tàu | Sản xuất bia và mạch nha ủ men bia | 6.569 |
| 1312 | Chi nhánh Công ty Cổ phần Dầu thực vật Tường An - Nhà máy dầu Phú Mỹ | KCN Phú Mỹ 1, phường Phú Mỹ, thị xã Phú Mỹ, tỉnh Bà Rịa - Vũng Tàu | Sản xuất máy chế biến thực phẩm, đồ uống và thuốc lá | 3.558 |
| 1313 | Công ty TNHH Kinh doanh Nông Sản Việt Nam | KCN Phú Mỹ 01, phường Phú Mỹ, thị xã Phú Mỹ, tỉnh Bà Rịa - Vũng Tàu | Sản xuất dầu, mỡ động, thực vật | 5.596 |
| 1314 | Công ty TNHH Xay lúa mì Việt Nam | KCN Mỹ Xuân A, thị xã Phú Mỹ, tỉnh Bà Rịa - Vũng Tàu | Xay xát và sản xuất bột | 3.423 |
| 1315 | Công ty TNHH Sojitz Việt Nam | KCN Phú Mỹ 3, xã Tân Hòa, thị xã Phú Mỹ, tỉnh Bà Rịa - Vũng Tàu | Bán buôn tổng hợp | 1058 |
| 1316 | Công ty Cổ phần China Steel & Nippon Steel Việt Nam | KCN Mỹ Xuân A2, phường Mỹ Xuân, thị xã Phú Mỹ, tỉnh Bà Rịa - Vũng Tàu | Sản xuất sắt, thép, gang | 34.762 |
| 1317 | Công ty TNHH Prime Asia Việt Nam | Lô V2, KCN Mỹ Xuân A2, phường Mỹ Xuân, thị xã Phú Mỹ, tỉnh Bà Rịa - Vũng Tàu | Thuộc, sơ chế da | 8.050 |
| 1318 | Công ty TNHH Kính nổi siêu trắng Phú Mỹ | Lô B2 đường D3, KCN Phú Mỹ II mở rộng, phường Tân Phước, thị xã Phú Mỹ, tỉnh Bà Rịa - Vũng Tàu | Sản xuất thủy tinh phẳng và sản phẩm từ thủy tinh phẳng | 36.374 |
| 1319 | Công ty TNHH InterFlour Việt Nam | KCN Cái Mép, phường Tân Phước, thị xã Phú Mỹ, tỉnh Bà Rịa - Vũng Tàu | Sản xuất tinh bộ và các sản phẩm từ tinh bột | 5.296 |
| 1320 | Công ty TNHH Mei Sheng Textiles Việt Nam | CCN Ngãi Giao, thị trấn Ngãi Giao, huyện Châu Đức, tỉnh Bà Rịa - Vũng Tàu | Sản xuất sợi | 25.756 |
| 1321 | Công ty TNHH Thép Vina Kyoei | KCN Phú Mỹ 1, phường Phú Mỹ, thị xã Phú Mỹ, tỉnh Bà Rịa - Vũng Tàu | Sản xuất sắt, thép, gang | 74.412 |
| 1322 | Công ty Cổ phần Viglacera Tiên Sơn | KCN Mỹ Xuân A, phường Mỹ Xuân, thị xã Phú Mỹ, tỉnh Bà Rịa - Vũng Tàu | Sản xuất sản phẩm chịu lửa | 27.242 |
| 1323 | Công ty Cổ phần Nippon Sanso Việt Nam - Chi nhánh KCN Phú Mỹ 3 | Lô C4, đường N2, KCN Chuyên sâu Phú Mỹ 3, phường Phước Hòa, thị xã Phú Mỹ, tỉnh Bà Rịa - Vũng Tàu | Sản xuất khí công nghiệp | 11.574 |
| 1324 | Công ty TNHH Top Tile (Công ty TNHH Gạch men Hoàng Gia) | KCN Mỹ Xuân A, phường Mỹ Xuân, thị xã Phú Mỹ, tỉnh Bà Rịa - Vũng Tàu | Sản xuất sản phẩm gốm sứ khác | 20.939 |
| 1325 | Công ty TNHH Chang Chun Vina | Đường D1, Lô B, CCN An Ngãi, xã An Ngãi, huyện Long Điền, tỉnh Bà Rịa - Vũng Tàu | Sản xuất giày, dép | 1.200 |
| 1326 | Công ty Cổ phần Hải Việt | Số 167/10 đường 30/4, phường Thắng Nhất, thành phố Vũng Tàu, tỉnh Bà Rịa - Vũng Tàu | Chế biến và bảo quản thủy sản đông lạnh | 1.049 |
| 1327 | Công ty Cổ phần Hải Việt - Chi nhánh KCN Đông Xuyên | KCN Đông Xuyên, phường Rạch Dừa, thành phố Vũng Tàu, tỉnh Bà Rịa - Vũng Tàu | Chế biến và bảo quản thủy sản đông lạnh | 1.522 |
| 1328 | Công ty Cổ phần Nippon Sanso Việt Nam - Chi nhánh KCN Phú Mỹ 1 | Đường 2A, KCN Phú Mỹ 1, phường Phú Mỹ, thị xã Phú Mỹ, tỉnh Bà Rịa - Vũng Tàu | Sản xuất hóa chất cơ bản | 12.408 |
| 1329 | Công ty Cổ phần SOP Phú Mỹ | Đường số 5, KCN Mỹ Xuân A, phường Mỹ Xuân, thị xã Phú Mỹ,  tỉnh Bà Rịa - Vũng Tàu | Sản xuất sản phẩm hóa chất khác chưa được phân vào đâu | 1.441 |
| 1330 | Công ty TNHH Gạch men Nhà Ý | KCN Mỹ Xuân A, phường Mỹ Xuân, thị xã Phú Mỹ,  tỉnh Bà Rịa - Vũng Tàu | Sản xuất vật liệu xây dựng từ đất sét | 9.747 |
| 1331 | Chi nhánh Công ty TNHH Lixil Việt Nam tại Bà Rịa - Vũng Tàu | KCN Mỹ Xuân A, phường Mỹ Xuân, thị xã Phú Mỹ,  tỉnh Bà Rịa - Vũng Tàu | Sản xuất vật liệu xây dựng từ đất sét | 2.230 |
| 1332 | Công ty TNHH Fritta Việt Nam | KCN Mỹ Xuân A, phường Mỹ Xuân, thị xã Phú Mỹ,  tỉnh Bà Rịa - Vũng Tàu | Sản xuất sản phẩm hóa chất khác chưa được phân vào đâu | 1.426 |
| 1333 | Công ty TNHH Tôn Pomina | KCN Phú Mỹ 1, phường Phú Mỹ, thị xã Phú Mỹ, tỉnh Bà Rịa - Vũng Tàu | Sản xuất sắt, thép, gang | 5.429 |
| 1334 | Công ty TNHH Nitori Bà Rịa - Vũng Tàu | Đường N2, Lô G, KCN Chuyên sâu Phú Mỹ 3, phường Phước Hòa,  thị xã Phú Mỹ, tỉnh Bà Rịa - Vũng Tàu | Sản xuất giường, tủ, bàn, ghế bằng kim loại | 6.233 |
| 1335 | Công ty TNHH Kraft of Asia Paperboard & Packaging | Đường D2, Lô B7, KCN Chuyên sâu Phú Mỹ 3, phường Phước Hòa,  thị xã Phú Mỹ, tỉnh Bà Rịa - Vũng Tàu | Sản xuất bao bì bằng giấy, bìa | 29.848 |
| 1336 | Công ty TNHH Zinc Oxide Corporation Việt Nam | Lô C,  KCN Chuyên sâu Phú Mỹ 3, phường Phước Hòa,  thị xã Phú Mỹ, tỉnh Bà Rịa - Vũng Tàu | Xử lý và tiêu hủy rác thải độc hại khác | 7.149 |
| 1337 | Công ty TNHH JS Tech Việt Nam | KCN Mỹ Xuân B1 – CONAC, phường Mỹ Xuân,  thị xã Phú Mỹ, tỉnh Bà Rịa - Vũng Tàu | Sản xuất phụ tùng và bộ phận phụ trợ cho xe ô tô và xe có động cơ khác | 1.059 |
| 1338 | Công ty TNHH CS Bearing Việt Nam | Đường số 1A, KCN Phú Mỹ 1, phường Tân Phước,  thị xã Phú Mỹ, tỉnh Bà Rịa - Vũng Tàu | Sản xuất bi, bánh răng, hộp số, các bộ phận điều khiển và truyền chuyển động | 1.061 |
| 1339 | Chi nhánh Công ty TNHH MTV Dịch vụ khai thác Hải sản Biển Đông - Cảng Cát lở Vũng Tàu | Số 1007/34 đường 30/4, thành phố Vũng Tàu, tỉnh Bà Rịa - Vũng Tàu | Sản xuất hải sản | 1.935 |
| 1340 | Công ty Cổ phần Gốm sứ Granite VTC | Lô V8, đường số 8, KCN Mỹ Xuân B1-CONAC,  phường Mỹ Xuân,  thị xã Phú Mỹ, tỉnh Bà Rịa - Vũng Tàu | Sản xuất vật liệu xây dựng từ đất sét | 2.035 |
| 1341 | Công ty TNHH Chế biến bột mỳ Mê Kông | Đường số 13,  KCN Phú Mỹ 1, phường Phú Mỹ, thị xã Phú Mỹ, tỉnh Bà Rịa - Vũng Tàu | Xay xát | 2.653 |
| 1342 | Chi nhánh Công ty TNHH NPC Vina | Lô số 30, đường Đ.02, KCN Châu Đức, thôn Quảng Tây, xã Nghĩa Thành, huyện Châu Đức, tỉnh Bà Rịa - Vũng Tàu | Sản xuất bao bì từ plastic | 1.101 |
| 1343 | Công ty TNHH Bao bì nước giải khát Crown Vũng Tàu | Lô VII-3, KCN Mỹ Xuân B1-Tiến Hùng,  phường Mỹ Xuân,  thị xã Phú Mỹ, tỉnh Bà Rịa - Vũng Tàu | Sản xuất sản phẩm khác còn lại bằng kim loại chưa được phân vào đâu | 1.998 |
| 1344 | Công ty Cổ phần Năng lượng Châu Đức | Thôn Sông Xoài 5, xã Láng Lớn, huyện Châu Đức, tỉnh Bà Rịa - Vũng Tàu | Sản xuất sản phẩm khác từ gỗ | 1.218 |
| 1345 | Công ty Cổ phần bao bì Đạm Phú Mỹ | Đường 1B, KCN Phú Mỹ 1, phường Phú Mỹ, thị xã Phú Mỹ, tỉnh Bà Rịa - Vũng Tàu | Sản xuất sản phẩm bao bì PP, PK, PE | 1.002 |
| 1346 | Công ty TNHH Nguyên liệu thức ăn chăn nuôi CJ Việt Nam | Lô đất số IV-3, IV-4, KCN Mỹ Xuân B1-Tiến Hùng, phường Mỹ Xuân, thị xã Phú Mỹ, tỉnh Bà Rịa - Vũng Tàu | Sản xuất thức ăn gia súc, gia cầm và thủy sản | 3.128 |
| 1347 | Công ty TNHH Hóa Dầu Long Sơn | Thôn 2, xã Long Sơn, thành phố Vũng Tàu, tỉnh Bà Rịa - Vũng Tàu | Sản xuất sản phẩm dầu mỏ tinh chế | 23.778 |
| 1348 | Công ty TNHH Intermalt Việt Nam | KCN Cái Mép, phường Tân Phước, thị xã Phú Mỹ, tỉnh Bà Rịa - Vũng Tàu | Sản xuất bia và mạch nha ủ men bia | 5.848 |
| 1349 | Công ty TNHH Khí Công nghiệp Long Sơn | Thôn 2, xã Long Sơn, thành phố Vũng Tàu, tỉnh Bà Rịa - Vũng Tàu | Sản xuất khí công nghiệp | 7.370 |
| 1350 | Công ty Cổ phần Cấp nước Bà Rịa | Phường Phước Hưng, thị xã Bà Rịa, tỉnh Bà Rịa - Vũng Tàu | Khai thác, xử lý và cung cấp nước | 1.698 |
| 1351 | Công ty Cổ phần Hanacans - Chi nhánh Bà Rịa - Vũng Tàu | Lô số VIII-5 và VIII-6, KCN Mỹ Xuân B1-Tiến Hùng, phường Mỹ Xuân, thị xã Phú Mỹ, tỉnh Bà Rịa - Vũng Tàu | Sản xuất thùng, bể chứa và dụng cụ chứa đựng bằng kim loại | 2.515 |
| 1352 | Công ty TNHH Tài Nguyên CHC Việt Nam - Chi nhánh Bà Rịa - Vũng Tàu | KCN Mỹ Xuân A2,  phường Mỹ Xuân, thị xã Phú Mỹ, tỉnh Bà Rịa - Vũng Tàu | Sản xuất sản phẩm hóa chất khác chưa được phân vào đâu | 2.082 |
| 1353 | Công ty Cổ phần Thủy sản và Xuất nhập khẩu Côn Đảo | Số 40 Lê Hồng Phong, thành phố Vũng Tàu,  tỉnh Bà Rịa - Vũng Tàu | Sản xuất thủy hải sản | 1.088 |
| 1354 | Nhà máy Điện An Hội | Thị trấn Côn Đảo, huyện Côn Đảo,  tỉnh Bà Rịa - Vũng Tàu | Điện khác | 7.979 |
| 1355 | Công ty Điện lực TNHH BOT Phú Mỹ 3 | Đường số 16, KCN Phú Mỹ 1, phường Phú Mỹ, thị xã Phú Mỹ,  tỉnh Bà Rịa - Vũng Tàu | Nhiệt điện khí | 664.722 |
| 3. Tỉnh Bình Dương |
| 1356 | Công ty Cổ phần Lúa Vàng | Số 25, đường số 6, KCN Sóng Thần II, P. Dĩ An, TP. Dĩ An, Bình Dương | [Xay xát và sản xuất bột thô](https://masothue.com/tra-cuu-ma-so-thue-theo-nganh-nghe/xay-xat-va-san-xuat-bot-tho-1061) | 1.203 |
| 1357 | Công ty TNHH Thuộc Da Sài Gòn Tantec | Lô M2, M3, KCN Việt Hương 2, Thị xã Bến Cát, Bình Dương | Thuộc, sơ chế da; sơ chế và nhuộm da lông thú | 1.582 |
| 1358 | Công ty TNHH Điện tử Và Ngũ kim Gem Việt Nam | Đường D1-N2, KCN Nam Tân Uyên, TP. Tân Uyên, Bình Dương | Sản xuất, gia công sản xuất các sản phẩm ngũ kim, gia công cơ khí | 1.993 |
| 1359 | Công ty TNHH Sản xuất Thương mại Dịch vụ Trà Giang | Số 288, đường ĐT, Tổ 2, Ấp.2, P. Hội Nghĩa, TP. Tân Uyên, Bình Dương | Sản xuất, phân phối hơi nước, nước nóng, điều hoà không khí và sản xuất nước đá | 1.694 |
| 1360 | Công ty TNHH Perstima Việt Nam | Số 15 đường số 6, KCN VSIP I, TP. Thuận An, Bình Dương | Sản xuất, kinh doanh thép | 2.234 |
| 1361 | Công ty TNHH Takigawa Việt Nam | Số 10, Đường số 14, KCN VSIP II-A, TP. Tân Uyên, Bình Dương | Sản xuất, in ấn, thiết kế bao bì | 1.889 |
| 1362 | Công ty TNHH Techtronic Industries Việt Nam Manufacturing | Số 9A, đường số 27, KCN VSIP II A, P. Vĩnh Tân, TP. Tân Uyên, Bình Dương | Sản xuất, gia công sản xuất, lắp ráp thiết bị điện, phu kiện sử dụng điện, dụng cụ cầm tay sử dụng điện | 1.509 |
| 1363 | Công ty TNHH Nội thất SanYang Việt Nam | Đường CN7 và CN8, KCN Tân Bình, Huyện Bắc Tân Uyên, Bình Dương | Sản xuất, gia công sản xuất đồ gỗ các loại | 1.952 |
| 1364 | Công ty TNHH Jiang Men Technology Việt Nam | Lô CN4 đường N6, KCN Kim Huy, Phường Phú Tân, Thành phố Thủ Dầu Một, Tỉnh Bình Dương | Sản xuất, gia công khuôn bằng kim loại | 1.002 |
| 1365 | Công ty TNHH Long Yi Industrial Việt Nam | Lô E 5 -CN & E 11 - KCN Mỹ Phước 2, TX. Bến Cát, Bình Dương | sản xuất, gia công các loại giày dép, phụ kiện giày, dép | 3.033 |
| 1366 | Công ty TNHH Uni - President Việt Nam | Số 16-18, đường ĐT 743, KCN Sóng Thần 2, TP. Dĩ An, Bình Dương | Sản xuất, chế biến thực phẩm | 61.219 |
| 1367 | Công ty Cổ Phần Xi Măng Hà Tiên Kiên Giang - Becamex | Lô G-1A-CN, đường D1, KCN Mỹ Phước 1, Phường Mỹ Phước, TX. Bến Cát, Bình Dương | Sản xuất xi măng, vôi và thạch cao | 1.085 |
| 1368 | Công ty TNHH Xi Măng Fico Bình Dương | Ấp 1, xã Thường Tân, huyện Bắc Tân Uyên, Bình Dương | Sản xuất xi măng | 1.198 |
| 1369 | Công ty TNHH SR Suntour (Việt Nam) | Lô số 17-8, Đường số 3B, KCN Quốc Tế Protrade, Xã An Tây, Thị xã Bến Cát, Tỉnh Bình Dương | Sản xuất xe đạp và xe cho người tàn tật | 1.199 |
| 1370 | Công ty TNHH Procter & Gamble Đông Dương | KCN Đồng An, P. Bình Hòa , TP. Thuận An, Tỉnh Bình Dương | Sản xuất xà phòng, chất tẩy rửa, làm bóng và chế phẩm vệ sinh | 2.869 |
| 1371 | Công ty TNHH Công nghiệp Quan Yu Việt Nam | Lô B6_E_CN, KCN Bàu Bàng, Thị Trấn Lai Uyên, Huyện Bàu Bàng, Tỉnh Bình Dương | Sản xuất viên nén mùn cưa; - Sản xuất cầu thang bằng gỗ và kim loại,.. | 1.771 |
| 1372 | Công ty TNHH Châu Hữu Đức | Thửa đất số 30, 113, 115, Tờ bản đồ số 33, Khu phố Bình Khánh, Phường Khánh Bình, TP. Tân Uyên, Tỉnh Bình Dương | Sản xuất viên ép bằng mùn cưa để làm khí đốt | 1.342 |
| 1373 | Công ty Cổ Phần Gạch Đông Nam Á | Khu phố 9, Phường Chánh Phú Hoà, Thị xã Bến Cát, Tỉnh Bình Dương | Sản xuất vật liệu xây dựng từ đất sét | 3.791 |
| 1374 | Công ty TNHH Việt Nam Gạch Men Thạch Anh | Khu phố An Hòa, Phường Hòa Lợi, Thị Xã Bến Cát, Bình Dương | Sản xuất vật liệu xây dựng từ đất sét | 10.721 |
| 1375 | Công ty Cổ phần Vitaly | Đường N1, KP.Bình Phú, P.Bình Chuẩn, TP. Thuận An, Bình Dương | Sản xuất vật liệu xây dựng từ đất sét | 9.625 |
| 1376 | Công ty TNHH Hưng Long | Lô F,8A,CN, KCN Mỹ Phước II, Thị Xã Bến Cát, Bình Dương | Sản xuất vật liệu xây dựng từ đất sét | 1.178 |
| 1377 | Công ty TNHH Mirae Advance Plastics | Đường số 2A, KCN Quốc tế Protrade, Xã An Tây, Thị xã Bến Cát, Tỉnh Bình Dương | Sản xuất vali, túi xách và các loại tương tự | 1.238 |
| 1378 | Công ty TNHH ISME Việt Nam | Lô H12 (Khu B1), đường D5, KCN Rạch Bắp, thị xã Bến Cát, Bình Dương. | Sản xuất vải không dệt, vải lưới (không nhuộm tẩy) | 1.421 |
| 1379 | Công ty TNHH Chyang Sheng Việt Nam | Số 150/3 Khu phố 2, Phường An Phú, TP. Thuận An, Bình Dương | Sản xuất vải dệt thoi | 17.674 |
| 1380 | Công ty TNHH Crystal Elegance Textiles Việt Nam | Khu sản xuất Bình Chuẩn, Phường Bình Chuẩn, Thành phố Thuận An, Tỉnh Bình Dương | Sản xuất vải dệt kim, vải đan móc và vải không dệt khác | 1.654 |
| 1381 | Công ty TNHH Paihong Việt Nam | Lô C_6A_CN, KCN Bàu Bàng mở rộng, xã Lai Uyên, huyện Bàu Bàng, tỉnh Bình Dương | [Sản xuất vải dệt kim, vải đan móc và vải không dệt khác](https://thongtindoanhnghiep.co/nganh-nghe/san-xuat-vai-det-kim-vai-dan-moc-va-vai-khong-det-khac) | 3.159 |
| 1382 | Công ty TNHH Bách Đạt Việt Nam | Đường Số 5, Cụm công nghiệp Phường Uyên Hưng, Thị xã Tân Uyên, Tỉnh Bình Dương | Sản xuất vải dệt kim, vải đan móc và vải không dệt khác | 1.472 |
| 1383 | Công ty TNHH Quốc tế Di Hưng | Khu sản xuất Bình Chuẩn, Phường Bình Chuẩn, thành phố Thuận An, Tỉnh Bình Dương | Sản Xuất và Kinh Doanh Nhôm Kính | 1.294 |
| 1384 | Công ty TNHH Yusung A-Tech Vina | Số 16B, Đường số 26, KCN VSIP II-A, TP. Tân Uyên, tỉnh Bình Dương | Sản xuất và gia công sản xuất khuôn đúc, khuôn mẫu công nghiệp | 1.720 |
| 1385 | Công ty TNHH MTV Jy Vina | Lô A-7-CN, đường N6, KCN Mỹ Phước, Phường Mỹ Phước, Thị xã Bến Cát, Tỉnh Bình Dương | Sản xuất và gia công linh kiện bằng thép (lõi thép) dùng trong bánh xích | 1.095 |
| 1386 | Công ty TNHH Kolon Industrial Việt Nam | Lô số 15, Cụm công nghiệp Công ty cổ phần thành phố Đẹp, Khu phố Ông Đông, Phường Tân Hiệp, TP. Tân Uyên, Tỉnh Bình Dương | Sản xuất túi không khí và phụ tùng túi không khí cho ô tô | 1.256 |
| 1387 | Công ty TNHH Esprinta (Việt Nam) | Đường số 12, Khu Công Nghiệp Sóng Thần 2, TP. Dĩ An, tỉnh Bình Dương | Sản xuất trang phục, nhuộm | 1.545 |
| 1388 | Công ty Kính nổi Viglacera | Khu sản xuất Tân Đông Hiệp, TP Dĩ An, Bình Dương | Sản xuất thủy tinh và sản phẩm từ thủy tinh | 3.504 |
| 1389 | Công ty TNHH Fotai Việt Nam | Số 73/1, đường Nguyễn Thái Bình, Phường Phú Hòa, Thành phố Thủ Dầu Một, Bình Dương | Sản xuất thuỷ tinh và sản phẩm từ thuỷ tinh | 3.986 |
| 1390 | Công ty TNHH Rohto Mentholatum VN | Số 16 Đường số 5, KCN VSIP I, TP Thuận An, Bình Dương | Sản xuất thuốc, hoá dược và dược liệu | 1.540 |
| 1391 | Công ty TNHH Liên doanh Stellapharm - Chi nhánh 1 | Số 40, ĐL Tự Do, KCN VSIP I, TP Thuận An, Bình Dương | Sản xuất thuốc, hoá dược và dược liệu | 2.496 |
| 1392 | Công ty TNHH Compass II | Số 35, Đại lộ Độc Lập, KCN VSIP I,  TP Thuận An, Bình Dương | Sản xuất thùng, bể chứa và dụng cụ chứa đựng bằng kim loại | 2.122 |
| 1393 | Công Ty TNHH Kian Joo Can Việt Nam | Số 17, Đại lộ Độc Lập, KCN VSIP I, TP Thuận An, Bình Dương | Sản xuất thùng, bể chứa và dụng cụ chứa đựng bằng kim loại | 1.089 |
| 1394 | Công Ty TNHH Tata Coffee Việt Nam | Số 12, đường số 32, KCN VSIP II-A, huyện Bắc Tân Uyên, tỉnh Bình Dương | Sản xuất thực phẩm khác chưa được phân vào đâu | 3.479 |
| 1395 | Chi nhánh Công ty Cổ phần Tập đoàn Trung Nguyên - Nhà máy Cà phê Sài Gòn | Lô A, đường NA7, KCN Mỹ Phước 2, Phường Mỹ Phước, Thị Xã Bến Cát, Tỉnh Bình Dương | Sản xuất thực phẩm khác chưa được phân vào đâu | 1.240 |
